4346,398,313
4344,400,314
4340,377,315
4337,385,316
4345,386,317
4347,393,318
4346,394,319
4349,382,320
4346,386,321
4344,389,322
4341,384,323
4346,383,324
4347,388,325
4347,382,326
4342,378,327
4345,389,328
4344,383,329
4350,384,330
4350,390,331
4349,373,332
4344,376,333
4353,388,334
4361,398,335
4368,402,336
4362,391,337
4354,384,338
4354,382,339
4362,388,340
4356,378,341
4356,382,342
4361,393,343
4358,382,344
4355,378,345
4360,381,346
4361,385,347
4360,388,348
4362,388,349
4365,381,350
4359,378,351
4354,378,352
4357,369,353
4363,387,354
4353,374,355
4352,370,356
4356,373,357
4352,372,358
4353,372,359
4364,377,360
4372,399,361
4369,389,362
4367,383,363
4370,383,364
4369,380,365
4363,388,366
4372,385,367
4374,393,368
4375,391,369
4378,389,370
4372,386,371
4381,393,372
4379,391,373
4380,394,374
4383,394,375
4388,403,376
4385,399,377
4379,393,378
4376,389,379
4385,388,380
4378,381,381
4390,402,382
4382,389,383
4376,383,384
4384,389,385
4384,396,386
4389,397,387
4381,383,388
4385,392,389
4392,402,390
4391,396,391
4393,396,392
4388,396,393
4394,395,394
4394,405,395
4391,390,396
4391,390,397
4398,396,398
4401,403,399
4398,398,400
4394,385,401
4400,394,402
4414,412,403
4414,412,404
4408,400,405
4411,401,406
4407,404,407
4413,406,408
4424,418,409
4420,413,410
4417,407,411
4416,410,412
4422,418,413
4429,414,414
4436,422,415
